,acid,alcohol,botrytis,color_concentration,floral,high_terpenes,hue,low_terpenes,oak,oxidation,phenolic_bitterness,pommaceous_fruit,pyrazines,residual_sugar,stone_fruit,style_name,thiols,white_pepper
8,elevated,elevated,0,moderate,1,1,straw,1,0,0,1,0,0,dry,0,Albarino,0,0
9,elevated,moderate,0,light,1,1,straw,1,0,0,1,0,0,dry,0,Albarino,0,0
10,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
11,elevated,moderate,0,moderate,0,1,straw,1,0,0,1,0,0,dry,0,Albarino,0,0
12,elevated,moderate,0,moderate,0,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
13,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
14,elevated,elevated,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
15,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,0,Albarino,0,0
16,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
17,elevated,moderate,0,light,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
18,elevated,moderate,0,moderate,0,1,straw,1,0,0,1,0,0,dry,0,Albarino,0,0
19,elevated,elevated,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
20,elevated,moderate,0,light,1,1,yellow,1,0,0,1,0,0,dry,1,Albarino,0,0
21,elevated,moderate,0,light,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
22,elevated,moderate,0,light,1,0,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
23,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
24,elevated,elevated,0,moderate,1,0,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
25,elevated,moderate,0,moderate,1,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
26,elevated,elevated,0,moderate,0,1,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
27,elevated,elevated,0,moderate,0,1,yellow,1,0,0,1,0,0,dry,1,Albarino,0,0
28,elevated,moderate,0,moderate,1,1,yellow,1,0,0,1,0,0,dry,1,Albarino,0,0
29,elevated,elevated,0,moderate,1,0,straw,1,0,0,1,0,0,dry,1,Albarino,0,0
0,high,elevated,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
1,high,high,0,elevated,0,0,yellow,0,0,0,0,0,0,dry,0,Savennieres,0,0
2,high,elevated,0,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
3,high,high,1,moderate,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
4,high,elevated,1,elevated,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
5,high,high,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
6,high,elevated,0,elevated,0,0,yellow,0,0,1,0,1,0,dry,0,Savennieres,0,0
7,high,high,0,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
8,high,high,0,moderate,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
9,high,elevated,0,elevated,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
10,high,high,1,elevated,0,0,gold,0,0,1,0,1,0,dry,0,Savennieres,0,0
11,high,elevated,1,elevated,0,0,yellow,0,0,1,0,1,0,dry,0,Savennieres,0,0
12,high,high,1,moderate,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
13,high,elevated,0,moderate,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
14,high,high,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
15,high,high,1,moderate,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
16,high,high,0,moderate,0,0,yellow,0,0,1,0,1,0,dry,0,Savennieres,0,0
17,high,high,0,elevated,0,0,yellow,0,0,1,0,1,0,dry,0,Savennieres,0,0
18,high,high,1,moderate,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
19,high,elevated,0,moderate,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
20,high,elevated,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
21,high,elevated,0,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
22,high,elevated,1,moderate,0,0,gold,0,0,0,0,1,0,dry,0,Savennieres,0,0
23,high,elevated,0,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
24,high,elevated,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
25,high,high,0,elevated,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
26,high,high,1,elevated,0,0,gold,0,0,1,0,0,0,dry,0,Savennieres,0,0
27,high,elevated,0,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
28,high,high,0,elevated,0,0,yellow,0,0,0,0,0,0,dry,0,Savennieres,0,0
29,high,elevated,1,elevated,0,0,yellow,0,0,1,0,0,0,dry,0,Savennieres,0,0
0,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
1,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
2,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
3,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
4,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
5,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
6,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
7,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
8,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
9,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,1,Pinot Grigio (Alto Adige),0,0
10,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
11,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
12,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
13,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
14,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
15,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
16,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
17,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
18,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
19,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
20,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
21,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
22,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
23,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
24,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
25,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
26,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
27,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,1,Pinot Grigio (Alto Adige),0,0
28,elevated,moderate,0,light,1,0,straw,0,0,0,1,0,0,dry,1,Pinot Grigio (Alto Adige),0,0
29,elevated,moderate,0,light,0,0,straw,0,0,0,1,0,0,dry,0,Pinot Grigio (Alto Adige),0,0
0,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
1,elevated,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
2,elevated,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
3,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
4,high,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
5,elevated,elevated,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
6,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
7,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
8,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
9,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
10,high,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
11,elevated,elevated,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
12,high,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
13,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
14,high,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
15,high,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
16,high,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
17,high,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
18,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
19,high,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
20,elevated,elevated,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
21,high,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
22,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
23,elevated,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
24,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
25,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
26,elevated,moderate,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
27,elevated,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
28,elevated,moderate,0,moderate,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
29,elevated,elevated,0,light,0,0,straw,0,0,0,0,0,1,dry,0,NZ Sauvignon Blanc,1,0
0,high,moderate,0,light,1,0,straw,0,0,0,0,0,0,dry,0,Riesling (Australia),0,0
1,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
2,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
3,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
4,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
5,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
6,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
7,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
8,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
9,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
10,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
11,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
12,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
13,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
14,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
15,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
16,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
17,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
18,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
19,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
20,high,diminished,0,light,1,0,straw,0,0,0,0,0,0,dry,0,Riesling (Australia),0,0
21,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
22,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
23,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
24,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
25,high,moderate,0,light,1,0,straw,0,0,0,0,0,0,dry,0,Riesling (Australia),0,0
26,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
27,high,moderate,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
28,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
29,high,diminished,0,light,1,0,straw,1,0,0,0,0,0,dry,0,Riesling (Australia),0,0
0,moderate,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
1,diminished,elevated,0,moderate,1,1,gold,0,1,0,1,0,0,dry,1,Condrieu,0,0
2,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,0,Condrieu,0,0
3,diminished,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
4,diminished,high,0,elevated,0,1,yellow,0,1,0,1,0,0,dry,0,Condrieu,0,0
5,moderate,elevated,0,moderate,1,1,gold,0,0,0,1,0,0,dry,0,Condrieu,0,0
6,diminished,high,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,Condrieu,0,0
7,diminished,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,Condrieu,0,0
8,moderate,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
9,moderate,elevated,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
10,moderate,elevated,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,Condrieu,0,0
11,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
12,moderate,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
13,diminished,high,0,moderate,1,1,gold,0,1,0,1,0,0,dry,1,Condrieu,0,0
14,diminished,elevated,0,moderate,1,1,gold,0,0,0,1,0,0,dry,1,Condrieu,0,0
15,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
16,diminished,high,0,moderate,1,1,gold,0,0,0,1,0,0,dry,1,Condrieu,0,0
17,diminished,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
18,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
19,moderate,elevated,0,moderate,0,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
20,diminished,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
21,moderate,elevated,0,moderate,0,1,gold,0,0,0,1,0,0,dry,1,Condrieu,0,0
22,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
23,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
24,moderate,elevated,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,Condrieu,0,0
25,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,Condrieu,0,0
26,moderate,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
27,diminished,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
28,diminished,elevated,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
29,moderate,elevated,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,Condrieu,0,0
0,diminished,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,0,CA Viognier,0,0
1,moderate,high,0,elevated,0,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
2,diminished,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
3,moderate,high,0,moderate,1,1,gold,0,1,0,1,0,0,dry,1,CA Viognier,0,0
4,moderate,high,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
5,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
6,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
7,diminished,high,0,moderate,1,1,gold,0,1,0,1,0,0,dry,1,CA Viognier,0,0
8,moderate,high,0,moderate,1,1,gold,0,1,0,1,0,0,dry,0,CA Viognier,0,0
9,diminished,high,0,moderate,0,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
10,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
11,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
12,moderate,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
13,diminished,high,0,elevated,1,1,gold,0,1,0,1,0,0,dry,1,CA Viognier,0,0
14,diminished,high,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
15,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
16,moderate,high,0,moderate,1,1,gold,0,0,0,1,0,0,dry,1,CA Viognier,0,0
17,diminished,high,0,elevated,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
18,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
19,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
20,diminished,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
21,diminished,high,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
22,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
23,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
24,diminished,high,0,elevated,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
25,moderate,high,0,moderate,1,1,yellow,0,0,0,1,0,0,dry,1,CA Viognier,0,0
26,diminished,high,0,moderate,0,1,gold,0,1,0,1,0,0,dry,1,CA Viognier,0,0
27,moderate,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
28,diminished,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,0,CA Viognier,0,0
29,diminished,high,0,moderate,1,1,yellow,0,1,0,1,0,0,dry,1,CA Viognier,0,0
0,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
1,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
2,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
3,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
4,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
5,moderate,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
6,moderate,elevated,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
7,moderate,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
8,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
9,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
10,moderate,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
11,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
12,moderate,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
13,moderate,elevated,0,light,1,1,yellow,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
14,elevated,elevated,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
15,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
16,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
17,moderate,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
18,moderate,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
19,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
20,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
21,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
22,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
23,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
24,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
25,moderate,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
26,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Torrontes (Argentina),0,0
27,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
28,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
29,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,0,Torrontes (Argentina),0,0
0,elevated,moderate,1,elevated,1,1,yellow,0,0,0,0,0,0,slight_rs,0,Muscat (Alsace),0,0
1,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
2,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,0,Muscat (Alsace),0,0
3,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,1,Muscat (Alsace),0,0
4,elevated,moderate,0,elevated,1,1,straw,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
5,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
6,elevated,moderate,0,elevated,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
7,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
8,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
9,elevated,moderate,0,elevated,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
10,elevated,moderate,1,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
11,elevated,moderate,0,light,1,1,straw,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
12,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
13,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,slight_rs,0,Muscat (Alsace),0,0
14,elevated,moderate,0,elevated,1,1,straw,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
15,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,1,Muscat (Alsace),0,0
16,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
17,elevated,moderate,1,moderate,1,1,yellow,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
18,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
19,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
20,elevated,moderate,0,light,1,1,gold,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
21,elevated,moderate,0,moderate,1,1,yellow,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
22,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,0,Muscat (Alsace),0,0
23,elevated,moderate,0,elevated,1,1,yellow,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
24,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,1,Muscat (Alsace),0,0
25,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,slight_rs,0,Muscat (Alsace),0,0
26,elevated,moderate,0,moderate,1,1,gold,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
27,elevated,moderate,0,moderate,1,1,gold,0,0,0,0,0,0,dry,1,Muscat (Alsace),0,0
28,elevated,moderate,0,light,1,1,yellow,0,0,0,0,0,0,slight_rs,1,Muscat (Alsace),0,0
29,elevated,moderate,0,moderate,1,1,straw,0,0,0,0,0,0,dry,0,Muscat (Alsace),0,0
0,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
1,high,moderate,0,light,0,0,straw,0,0,0,0,0,0,dry,0,Muscadet,0,0
2,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
3,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
4,high,moderate,0,light,0,0,straw,0,0,0,0,1,0,dry,0,Muscadet,0,0
